datetime,t,n_active,w_x_vwap_8slot,w_x_ma_ret_4h,w_x_price_jump_240min_1,w_x_vol_change_rate_240min_1,w_x_vol_change_rate_240min,w_x_price_jump_240min,w_x_trend_break_watch_8slot_1,w_x_session_sin_1,w_x_price_jump_8slot_1,w_x_trend_8slot_1,w_x_price_jump_8slot,w_x_spread_4h,w_x_price_delta_volume_8slot_1,w_x_boll_lower_8slot_1,w_x_turnover_y_1,w_x_volume_y_1,w_x_vwap_slope_8slot,w_x_spread_2h,w_x_spread_2h_1,w_x_turnover_y,w_x_price_ma250_dev_240min,w_x_price_ma250_dev_240min_1,w_x_boll_lower_8slot,w_x_volume_y,w_x_spread_4h_1,w_x_rel_vol_240min,w_x_rel_vol_240min_1,w_x_ma20_8slot_1,w_x_ma20_8slot,w_x_ma5_8slot_1,w_x_p_ret_4h_1,w_x_market_depth_imbalance_240min_1
2018-08-20 11:25:00,500,26,0.01004278067414984,0.021875,0.03694254120355779,0.049924014141354014,0.031458409602206125,0.015460564858362443,0.045283351568943545,0.017764428485723634,0.014117891987935732,0.015968071727360852,0.0015707339189845841,0.021875,0.012652308571878317,0.007134662800216445,0.03519901398154026,0.03481621556320757,0.01883995419737046,0.021875,0.021875,0.025256797952615276,0.014146104594878271,0.014027975621253637,0.008594891282052116,0.025273980621757182,0.021875,0.028257829413414273,0.03755472269252495,0.004239008909554771,0.0051257852124943215,0.009027133887935985,0.01619647852779419,0.025566898216824625
2019-05-13 09:40:00,1500,17,-0.0034264999562904283,0.015312499999999998,0.025859778842490452,0.02916801375612596,-0.0024168652369482117,0.009407278970278958,0.030168714252999423,0.000523936320381925,-0.017942748840267732,0.010823400755378416,0.047000013258974335,0.015312499999999998,-7.714248519577645e-05,-0.007393897795374587,0.018368000360414916,0.017732654151634625,0.021019823357957493,0.015312499999999998,0.015312499999999998,0.006633244417804779,-0.004212956143859997,-0.005204138297176112,-0.006853095003587901,0.006279847114268752,0.015312499999999998,0.006634774616785291,0.020921051612868707,-0.009159898146143763,-0.008571314966248298,-0.006728891398480303,0.011843909701421755,0.010390251565809364
2020-01-21 09:40:00,2500,27,-0.020400588461188092,0.010718749999999997,0.02312299065586233,0.033744698995230506,0.007660897998928847,0.01793719732783989,0.025293326822316966,0.003742952636109907,-0.006426030346075223,0.002060293709172217,0.047163941543005614,0.010718749999999997,0.015311470344807654,-0.017754441813808412,0.0207751261291394,0.021179126016216084,0.013758330602096733,0.010718749999999997,0.010718749999999997,0.011093925094382735,-0.010547565937194334,-0.015341967797611234,-0.017960251539780068,0.011533130349453635,0.010718749999999997,0.011169783918554818,0.0256807363924964,-0.018366124812860946,-0.018629326949437523,-0.024270779025687417,-0.03975246203873386,-0.0008255419641450485
2020-10-26 11:25:00,3500,24,-0.028603340348291838,0.021891462782796654,0.02384457244763839,0.023621289296661352,-0.002900345816108289,0.013232421381136875,0.02244680427646958,-0.016842001483604718,-0.005237306726048039,-0.009643047222379688,0.044619532726299066,0.020106121149028877,-7.647641057679545e-05,-0.02413389342557971,0.010850840516768524,0.011749123044024574,0.028042341165057716,0.01729208088734835,0.011580084029190793,-0.0030325991196182627,-0.02085609397639814,-0.025525137379609906,-0.02432190427252569,-0.0021016310611824945,0.018611913000733546,-0.002933598813209851,0.014222037218025129,-0.023007492807259222,-0.023056869909322018,-0.0304018203550075,-0.02254996610068396,-0.00803364928672011
2021-07-09 10:40:00,4500,17,-0.040753946256368564,0.02500426036916978,0.005649816547668902,0.00906693092102116,-0.0030481923204265767,-0.004042630955712818,0.0136040227000339,0.0007028716392437368,-0.0015404301480288897,-0.00856391760269844,0.03385874025345696,0.029316288821905647,0.005985256292868665,-0.0256201223195442,-0.0017968423831153778,-0.00043806327406730773,0.01448379792865484,0.011845429933066353,0.017964088598711108,-0.006593697032854402,-0.03176785997882228,-0.037374796636858915,-0.02571141686476547,-0.00476206665640996,0.030072472740372932,-0.004237570781678713,0.004357279937184882,-0.037835368683905524,-0.03779250646988459,-0.03989581400956294,-0.024620064439021608,-0.009106098544242283
2022-03-25 21:35:00,5500,22,-0.035590150238695245,0.03666653496635629,-0.0018149908359774859,0.022955027581267412,0.004155543905615806,-0.01905194023030479,0.0010277063675756676,-0.006553167650772725,-0.036551389148197826,-0.005486014210717218,0.013609623023493264,0.03176746113038959,0.012669223086780064,-0.022845189922302597,0.008009788694931417,0.011220589409733861,0.008519437782718232,0.015083763718165541,0.0270972951947569,-0.003921742605762728,-0.02911731364038632,-0.03360306855771146,-0.02279609633200665,-0.0007083053063376798,0.03473420305220343,0.004188659162714296,0.019092292947470335,-0.03294446009136814,-0.032740827676901334,-0.03533427724208213,-0.028101570149162418,-0.014941429090847332
2022-12-09 14:10:00,6500,22,-0.04029213141118544,0.03724207834763347,0.021164385431060972,0.017976383983409203,0.004869875083443237,0.002566871532819013,0.0001441557437228644,-0.0070099653145219015,-0.023072354786119777,-0.005106853056252979,0.006248422491534445,0.01727614095574982,0.02076740420701672,-0.031858521372053285,0.012005514749335405,0.01566408106756148,0.020624308038118294,-0.013920517370034372,0.020807161640233825,0.0019644861958924118,-0.029516488370660156,-0.0339146841381644,-0.032693548422315886,0.0047528822066765395,0.03494931429296697,0.006951068624527521,0.01940986351861056,-0.03835052207454911,-0.0382477937392067,-0.04225299352289873,-0.02580421887785935,0.001216823115840638
2023-08-25 11:25:00,7500,23,-0.04276746232505372,0.028139379173461335,0.00377618286876881,0.021768496359117907,0.008326027179174798,-0.006174510006314951,-0.002389073860977615,-0.013293277296402508,-0.02256497391318595,-0.008692039840776,0.01597208711889982,-0.0013021310528502361,0.028604334716919207,-0.04136754234539636,0.014279900792170211,0.018027484213911302,0.019314242417886294,-0.02814962390551498,0.012731143567589462,0.005090237452779469,-0.03287084536341992,-0.0368275526779631,-0.041218587597473426,0.008516876143033205,0.02367631833713281,0.01035466023782199,0.022017217536485598,-0.04522204116215662,-0.044666576724644365,-0.046211254426665634,-0.026757890889949114,0.003675345885293316
2024-05-20 09:40:00,8500,18,-0.03678392711935344,0.05908421057388142,-0.0021594474945907226,0.011229335643845803,0.0037292265851637503,-0.010095077718755369,0.0019543752308882364,-0.00991012137747729,0.003195099922074198,0.004625814801358208,0.03181077658486979,0.007487112091675829,0.01929372088410573,-0.03646926278269345,-0.0008630246181420241,0.0021277703718045153,0.035852802472467284,-0.01142319676822606,0.022237311735833057,-0.007444313708849737,-0.027870871431124922,-0.03130644505698736,-0.0364436446663505,-0.004928812121887181,0.02532793841754369,0.0035823083389535425,0.009673313897693542,-0.042863428633147446,-0.04095540473736428,-0.03891088146039646,-0.010607100051177092,-0.004398094067469537
2025-02-06 10:40:00,9500,18,-0.03329126507576369,0.07132649008313646,0.011552649833994271,0.004272225558961556,-0.0023008549171544056,-0.002016216831681194,-0.012275625160754403,-0.0122088889395285,-0.011114518891568325,0.0014472508599010835,0.006009354411671521,-0.004992826706030881,-0.004965286925206655,-0.0339332531265432,-0.004994249868071842,-0.0028026555341091374,0.046148508417992715,-0.007581893753899452,0.01605301349010589,-0.011636097920822215,-0.024047811205220256,-0.02771934828282345,-0.03343762391734026,-0.009868092390412093,0.011314722840156024,-0.0033316613028366877,0.003549015941951371,-0.03837025616695987,-0.036639253902413044,-0.03571452677225153,0.009521312747270395,-0.032545267552401544
2025-10-22 09:40:00,10500,18,-0.03769445174355464,0.04571759197577729,0.01556999141257932,0.005480607111566355,-0.0008940699193297615,0.030368019593312368,-0.005021583287157365,-0.008080048638502868,0.0028598692654392965,-0.0005221174290353061,0.006014567571810497,-0.017435219709223928,-0.01201065055683272,-0.045610477239899236,-0.002458315968526693,-0.0006726421781465192,0.02751653779853928,-0.024600643525988397,0.00335854200440721,-0.012312100432208335,-0.027914928104156758,-0.03358952361507385,-0.04511980637270316,-0.010601108014993225,-0.0017085386278622508,-0.004810766784640555,0.004582666280855881,-0.04516358415869745,-0.04299235852027821,-0.04108347611514196,-0.008790745926442814,-0.028836494874341638
